H2O,flux,Tem,V,cd,H2,CO,Q
0.4,550,1073,0.95,794.71,0.009434399999999999,0.0050798,-0.1352
0.1,400,1023,1.58,15528.0,0.057157000000000006,0.38737,1.2427
0.5,400,1103,1.25,8558.2,0.15285,0.07587,0.038558999999999996
0.8,400,1123,1.39,22867.0,0.78727,0.19074000000000002,1.9333
0.7,500,1123,1.23,12615.0,0.22516,0.053818,0.12872999999999998
0.3,350,1073,1.35,8446.9,0.11473,0.14385,0.1471
0.6,450,1073,0.96,1127.2,0.019699,0.0054762,-0.16473
0.4,400,1123,1.08,3538.4,0.054314999999999995,0.035362,-0.39707
0.6,500,1123,1.39,26216.0,0.47123000000000004,0.2384,3.9701
0.5,500,1053,1.36,9682.6,0.14489000000000002,0.065598,0.8846
0.6,500,1023,1.29,4543.6,0.07536699999999999,0.019469,0.38961
0.4,550,1073,1.34,9159.2,0.107,0.069875,0.52688
0.5,500,1083,1.09,2641.2,0.038333,0.015156999999999999,-0.20751
0.4,450,1073,1.14,2774.7,0.039216,0.023325,-0.17687
0.4,400,1023,1.54,18559.0,0.28813,0.30138000000000004,2.6916
0.9,400,1123,0.97,3075.9,0.07299299999999999,0.0052243,-0.44535
0.2,500,1123,1.14,4123.9,0.028942000000000002,0.054237,-0.61812
0.5,400,1033,1.03,882.41,0.016078,0.0061152,-0.087645
0.5,500,1103,1.29,10933.0,0.15942,0.07676799999999999,0.38356999999999997
0.8,400,1023,1.29,6768.5,0.16546,0.020215,0.58445
0.8,450,1123,1.38,25426.0,0.76447,0.17893,2.0492
0.4,450,1023,1.49,14415.0,0.20397,0.16957,2.008
0.5,400,1043,0.93,501.07,0.0090639,0.0035049,-0.082225
0.3,400,1023,1.47,10855.0,0.13276,0.17012,1.1446
0.65,500,1023,1.3,5315.1,0.092119,0.019944999999999997,0.50362
0.6,550,1073,1.21,5444.2,0.080264,0.022317,0.06775
0.8,400,1023,0.97,717.69,0.016373,0.0016706,-0.07399
0.4,450,1123,1.27,10224.0,0.13888,0.10349000000000001,-0.009690700000000002
0.8,350,1073,1.25,9666.6,0.27402,0.041641000000000004,0.2721
0.5,420,1023,0.92,330.31,0.0057735,0.0021191,-0.051766999999999994
0.4,500,1023,1.58,22663.0,0.28652,0.29425,3.8731
0.6,500,1123,0.94,1882.8,0.02918,0.0086881,-0.30841999999999997
0.5,400,1073,1.0,1311.1,0.023406,0.009557799999999998,-0.17909
0.9,400,1023,1.18,3387.6,0.084244,0.004155699999999999,0.11143
0.4,550,1073,1.22,4418.6,0.052088,0.030193,-0.038694
0.1,400,1023,1.53,12353.0,0.046245999999999995,0.29474,0.80911
0.45,500,1023,1.31,4149.8,0.058677,0.0273,0.3301
0.5,470,1023,0.97,480.92,0.0075917,0.002688,-0.059454999999999994
0.5,500,1043,1.43,14105.0,0.21423000000000003,0.10935999999999998,1.7994
0.5,400,1113,0.99,2053.2,0.036022000000000005,0.015653999999999998,-0.30599
0.7,350,1073,1.36,16895.0,0.48595,0.15254,1.3069
0.5,470,1023,1.02,686.29,0.010843,0.0038428000000000004,-0.064093
0.3,400,1123,1.23,7139.2,0.085892,0.099066,-0.41836999999999996
0.7,350,1073,1.44,20622.0,0.66564,0.26456999999999997,2.5099
0.2,400,1123,1.28,8078.9,0.06431100000000001,0.14448,-0.62517
0.85,500,1023,0.95,640.59,0.012065000000000001,0.000816,-0.066811
0.9,400,1023,0.99,923.82,0.02223,0.0010499,-0.077712
0.8,500,1123,1.24,15245.0,0.30551,0.047832,0.21163
0.7,450,1023,1.49,23764.0,0.59923,0.21244000000000002,3.9298
0.4,550,1073,1.43,15918.0,0.1829,0.14324,1.5597
0.6,400,1023,1.39,10285.0,0.21906,0.074382,1.2502
0.45,500,1023,0.9,257.35,0.0036163000000000002,0.001552,-0.043327
0.3,450,1023,1.27,2817.8,0.032418999999999996,0.031481999999999996,0.045424
0.2,350,1073,1.26,4652.9,0.044009,0.092045,-0.30745
0.8,450,1023,1.4,17934.0,0.4592,0.076111,2.2761
0.5,400,1023,1.39,8362.1,0.15659,0.073649,0.9571200000000001
0.5,410,1023,1.44,12273.0,0.22688000000000003,0.12062,1.6401
0.5,400,1103,1.0,1942.2,0.034219,0.014671,-0.27826999999999996
0.05,500,1023,1.5,10329.0,0.014934000000000001,0.20415,0.47257
0.5,400,1023,1.53,20324.0,0.39413000000000004,0.29419,3.2778
0.45,500,1023,1.22,2310.2,0.032594,0.014446,0.061311000000000004
0.5,410,1023,1.32,4943.1,0.089546,0.037301999999999995,0.41116
0.5,500,1123,1.11,4821.0,0.068854,0.029646,-0.35718
0.5,400,1023,1.27,3515.3,0.064872,0.026062000000000002,0.19232
0.9,550,1073,0.94,1367.9,0.023739,0.0013124,-0.17949
0.6,450,1123,1.09,4849.9,0.083973,0.0265,-0.39086
0.2,550,1073,1.47,14560.0,0.086119,0.20101,0.71113
0.7,400,1023,1.52,22518.0,0.67015,0.26661,4.0945
0.5,420,1023,1.19,2080.7,0.036567,0.013848,0.018331
0.4,350,1073,1.32,8102.5,0.14143,0.10779000000000001,0.23709000000000002
0.2,500,1023,1.41,6492.4,0.044604000000000005,0.091032,0.37783
0.7,550,1073,1.44,27728.0,0.5441699999999999,0.17848,4.013
0.5,400,1123,1.36,18833.0,0.34246,0.23417,1.3922
0.5,500,1123,0.91,1306.4,0.018571999999999998,0.0076512,-0.24133000000000002
0.3,450,1123,1.36,13852.0,0.1432,0.19255,0.12022000000000001
0.6,500,1123,1.21,9766.8,0.15650999999999998,0.05184400000000001,-0.047229
0.6,450,1073,1.25,7086.1,0.12749000000000002,0.03947,0.20115999999999998
0.75,500,1023,1.08,1399.0,0.025194,0.0031079000000000002,-0.042655
0.1,550,1073,1.17,2859.9,0.008647499999999999,0.043685,-0.4558
0.5,400,1083,1.07,2348.5,0.041791,0.017596,-0.22999
0.6,500,1123,0.98,2483.4,0.03857,0.011512,-0.35306
0.8,400,1023,1.12,1985.0,0.04585,0.0047631999999999996,-0.019566
0.4,450,1023,1.28,3249.1,0.04679,0.027389999999999998,0.15908
0.35,500,1023,1.06,765.79,0.0091329,0.0062778,-0.073203
0.4,400,1023,1.25,2716.2,0.043502,0.025991000000000004,0.072638
0.6,450,1123,1.15,6855.9,0.11985,0.039054000000000005,-0.30395
0.1,450,1073,0.97,795.48,0.0029522,0.014777,-0.22564
0.45,500,1023,0.98,482.45,0.0067916,0.002905,-0.059182000000000005
0.4,550,1073,1.56,26631.0,0.29964,0.32059,4.2369
0.2,450,1023,1.37,5060.9,0.038409,0.078011,0.1773
0.7,400,1023,1.38,11918.0,0.28553,0.06804600000000001,1.4281
0.5,470,1023,1.32,4831.2,0.07710299999999999,0.030445,0.43185
0.1,400,1123,1.3,7901.0,0.029222,0.17260999999999999,-0.88986
0.4,350,1073,0.94,744.44,0.013241,0.008081999999999999,-0.14094
0.3,450,1073,1.47,16392.0,0.17040999999999998,0.24611,1.2318
0.9,450,1023,1.38,19298.0,0.59595,0.048152,2.1436
0.2,450,1123,1.58,23340.0,0.14854,0.47126,1.3753
0.2,550,1073,1.2,3417.7,0.022471,0.0404,-0.31101999999999996
0.9,450,1123,0.91,2039.2,0.042634,0.0030302,-0.35755
0.1,500,1023,1.38,5209.0,0.016207,0.09083200000000001,0.015739
0.5,430,1023,1.11,1252.8,0.021504,0.007913,-0.050666
0.2,400,1123,0.93,1001.5,0.0088751,0.016194,-0.25915
0.2,400,1123,1.13,3829.3,0.03236,0.064126,-0.61259
0.8,450,1023,1.03,1079.2,0.022044,0.0021531,-0.067017
0.5,500,1053,1.13,2223.6,0.032758999999999996,0.012315000000000001,-0.0895
0.1,450,1123,1.2,5125.1,0.017734,0.096902,-0.8824799999999999
0.1,400,1123,1.56,19672.0,0.0669,0.49255,0.23510999999999999
0.9,400,1023,1.05,1396.8,0.033799,0.0015952,-0.065492
0.95,500,1023,1.32,11781.0,0.27621,0.0063086999999999996,1.288
0.4,350,1073,1.55,20745.0,0.35461,0.45507,2.7849
0.1,400,1123,1.25,6338.7,0.023826,0.13669,-0.9041
0.5,500,1073,1.27,6863.3,0.10091,0.043182,0.23009000000000002
0.5,400,1033,1.26,3823.5,0.070189,0.028814,0.16063
0.6,400,1123,1.27,13654.0,0.27935,0.11024,0.36001
0.25,500,1023,1.01,525.16,0.0046728,0.0058847000000000005,-0.084242
0.85,500,1023,1.45,25208.0,0.7819699999999999,0.12541,3.4016
0.3,350,1073,1.23,4249.4,0.059849,0.064723,-0.19249000000000002
0.5,500,1103,1.14,4549.0,0.065555,0.0275,-0.24485
0.6,500,1023,1.07,1082.9,0.017687,0.0041546000000000005,-0.052909000000000005
0.3,450,1123,1.4,16500.0,0.16738,0.24295,0.42628
0.3,550,1073,1.11,2114.2,0.020547,0.018224,-0.21683000000000002
0.5,490,1023,1.45,12919.0,0.20218,0.10002,1.9041
0.95,500,1023,0.93,610.73,0.012028,0.000251,-0.067133
0.5,490,1023,1.36,6406.3,0.098773,0.040204000000000004,0.71477
0.8,400,1123,1.12,7120.6,0.16443,0.02443,-0.42504
0.7,400,1123,1.34,21818.0,0.5645,0.19530999999999998,1.5681
0.3,550,1073,1.53,21607.0,0.18479,0.27554,2.2585
0.4,500,1123,1.48,25610.0,0.30725,0.34065,3.1910000000000003
0.3,450,1073,1.2,3590.9,0.041013,0.040188999999999996,-0.19610999999999998
0.6,550,1073,1.22,5794.6,0.08555700000000001,0.023953,0.10642
0.5,480,1023,1.11,1236.1,0.019181,0.006816,-0.044909
0.1,500,1023,1.17,1575.5,0.0049238,0.026817,-0.20151
0.35,500,1023,1.57,20526.0,0.22882,0.27521,3.1733
0.7,350,1073,1.42,20309.0,0.6414,0.2453,2.1830000000000003
0.3,450,1123,1.41,17174.0,0.17344,0.25668,0.51503
0.1,450,1023,1.51,11171.0,0.037989999999999996,0.23031999999999997,0.6914899999999999
0.5,500,1053,0.93,578.81,0.008497,0.0031265999999999998,-0.09335800000000001
0.6,350,1073,1.23,6264.5,0.14284000000000002,0.047356999999999996,0.047242
0.7,550,1073,1.06,2464.5,0.038442000000000004,0.0069689999999999995,-0.17684
0.9,500,1123,0.99,3595.9,0.068636,0.0046205,-0.45798
0.5,500,1033,1.21,2701.6,0.040277,0.014863,0.057334
0.95,500,1023,0.92,564.74,0.011118000000000001,0.000233,-0.065372
0.4,350,1073,1.25,5320.7,0.09350399999999999,0.06490800000000001,-0.041516000000000004
0.5,500,1083,1.25,6850.8,0.10017000000000001,0.043237,0.1224
0.5,410,1023,1.05,854.03,0.015299,0.0056671000000000004,-0.068243
0.7,450,1073,1.14,4078.0,0.077905,0.015431,-0.11869
0.6,550,1073,1.48,27847.0,0.46928000000000003,0.23328000000000002,5.0044
0.7,450,1023,1.42,16456.0,0.36625,0.09498200000000001,2.2871
0.5,400,1023,1.44,12304.0,0.23285,0.12558,1.626
0.2,350,1073,1.28,5180.8,0.048655000000000004,0.1035,-0.28348
0.5,500,1053,1.08,1632.0,0.024019,0.008928799999999999,-0.11654
0.15,500,1023,1.1,1004.0,0.0050736,0.015125999999999999,-0.15147
0.6,450,1073,1.35,13789.0,0.25814000000000004,0.094618,1.1269
0.5,500,1043,1.13,1915.9,0.028363,0.010434,-0.06633
0.5,460,1023,1.56,23357.0,0.39945,0.29982,4.3192
0.6,450,1123,1.39,24973.0,0.50249,0.27001,3.8931
0.8,450,1073,1.03,2295.0,0.046118,0.005604100000000001,-0.20611
0.5,470,1023,1.53,21369.0,0.3544,0.23965,3.6414
0.1,450,1123,1.43,13781.0,0.04408,0.27976,-0.56455
0.1,500,1123,1.12,3498.9,0.01132,0.058802999999999994,-0.7730600000000001
0.3,350,1073,1.47,15539.0,0.19935,0.32318,0.9982200000000001
0.2,450,1073,1.27,4979.6,0.038055,0.075033,-0.26973
0.5,460,1023,1.41,9535.9,0.15718,0.072174,1.2386
0.1,400,1123,1.03,2037.2,0.0080349,0.042863,-0.56526
0.5,460,1023,1.18,1931.0,0.031204000000000003,0.011429,0.011829000000000001
0.9,400,1123,1.16,9979.3,0.26074,0.019071,-0.35712
0.5,480,1023,1.18,1920.4,0.029842,0.010778,0.014879
0.1,450,1123,1.5,17527.0,0.054673,0.36985999999999997,-0.16788
0.2,450,1123,1.13,3872.7,0.029713,0.057013999999999995,-0.61033
0.3,400,1023,1.11,1056.3,0.013611000000000002,0.012985,-0.091413
0.9,350,1073,1.27,12951.0,0.43828,0.033717000000000004,0.47641999999999995
0.5,400,1073,1.01,1402.3,0.025039,0.010237000000000001,-0.18325
0.5,500,1073,1.25,6060.9,0.08897200000000001,0.037357999999999995,0.13407
0.2,500,1023,1.12,1112.7,0.007800799999999999,0.014603999999999999,-0.12802
0.3,450,1123,0.96,1440.6,0.016552,0.015562000000000001,-0.28551
0.9,450,1023,1.26,6153.6,0.14135,0.0072134,0.4983
0.5,470,1023,1.0,597.13,0.0094312,0.0033400999999999995,-0.063064
0.6,500,1023,1.33,6085.5,0.10173,0.027518,0.65027
0.5,460,1023,1.39,8152.8,0.13392,0.058921,0.99379
0.4,500,1123,1.49,26124.0,0.31374,0.35458,3.5679
0.3,450,1073,1.0,1040.8,0.012155,0.011071,-0.18012999999999998
0.8,350,1073,1.11,3818.3,0.099743,0.013271999999999999,-0.18811
0.65,500,1023,1.04,948.71,0.016044,0.0030732,-0.06002999999999999
0.1,450,1073,1.14,2407.0,0.0087124,0.045026,-0.43583999999999995
0.6,450,1123,1.17,7694.1,0.13508,0.044676,-0.2475
0.5,400,1103,1.41,20161.0,0.37189,0.26831,1.9434
0.5,400,1073,1.43,18179.0,0.3383,0.22671,1.8983
0.1,450,1073,0.96,732.82,0.0027215,0.013612,-0.21176999999999999
0.8,550,1073,1.17,5559.9,0.094251,0.011170000000000001,0.0092495
0.1,450,1023,0.95,350.3,0.0012354,0.0065859,-0.09237000000000001
0.4,450,1073,1.56,24321.0,0.32948,0.38875,3.7169
0.5,400,1023,1.16,1732.6,0.031816000000000004,0.012121,-0.020375
0.2,450,1123,1.14,4085.2,0.031243,0.060319000000000005,-0.621
0.8,500,1123,0.95,2521.5,0.044782999999999996,0.0061242,-0.38643
0.1,450,1023,0.99,485.29,0.0017087,0.009126100000000002,-0.11717000000000001
0.5,430,1023,1.07,968.69,0.016617,0.0060785,-0.063559
0.8,500,1123,0.9,1745.0,0.030836000000000002,0.0042517,-0.31451
0.2,500,1023,1.44,7883.2,0.053810000000000004,0.11277000000000001,0.56705
0.2,550,1073,1.08,1701.5,0.01145,0.01966,-0.27852
0.5,410,1023,1.56,22092.0,0.42286,0.33752,3.9658
0.2,450,1023,1.51,12292.0,0.089062,0.21335,1.1483
0.2,450,1073,1.14,2426.7,0.019175,0.035164,-0.31985
0.4,450,1073,1.05,1601.5,0.022701,0.013137000000000001,-0.18958
0.9,500,1023,1.17,3047.4,0.060252,0.0026896,0.10711
0.8,450,1023,1.23,4142.6,0.087156,0.0092774,0.25106
0.7,450,1073,0.95,1187.9,0.022262,0.0042799,-0.17147
0.5,500,1053,1.1,1848.8,0.027219,0.010158,-0.10899
0.1,400,1023,0.98,449.72,0.0017791,0.0095108,-0.11188
0.5,430,1023,0.91,303.54,0.0051909999999999994,0.0018930999999999998,-0.049003
0.6,450,1073,1.44,22718.0,0.4563,0.22395,2.9965
0.1,350,1073,1.57,17165.0,0.068012,0.5017699999999999,0.70777
0.15,500,1023,1.45,8100.5,0.040083,0.13057,0.46535
0.2,450,1123,1.17,4777.4,0.036167000000000005,0.071229,-0.64588
0.7,450,1023,0.94,502.53,0.0096603,0.0015549000000000001,-0.062309
0.2,550,1073,1.44,12546.0,0.0755,0.16838,0.46198
0.2,400,1023,0.95,335.34,0.0029256,0.0054917,-0.07396900000000001
0.4,400,1023,1.35,5294.0,0.084689,0.054741,0.43326000000000003
0.3,500,1123,1.58,26763.0,0.23806,0.43833999999999995,3.3918
0.4,450,1123,1.44,22298.0,0.29427,0.31661,1.9894
0.5,500,1033,1.17,2104.2,0.031331,0.011395,-0.0073741
0.8,500,1123,1.02,3979.2,0.071398,0.009740799999999999,-0.44893
0.9,400,1023,0.91,503.5,0.01206,0.0005769999999999999,-0.066265
0.2,350,1073,1.6,19598.0,0.16052,0.53708,1.5869
0.6,400,1123,0.93,1725.3,0.032944,0.010392,-0.29815
0.5,400,1113,1.11,4269.4,0.075157,0.033958999999999996,-0.34033
0.5,500,1053,1.4,12805.0,0.1928,0.095135,1.4023
0.3,400,1123,1.12,3966.4,0.049158999999999994,0.05134400000000001,-0.46903999999999996
0.2,450,1123,1.27,7829.8,0.056932,0.12203,-0.62655
0.7,450,1023,1.05,1094.2,0.021123,0.0034051000000000003,-0.06215
0.6,450,1073,1.21,5499.5,0.098106,0.029305,0.02915
0.5,400,1103,1.08,3192.8,0.056354999999999995,0.024678,-0.3083
0.9,450,1073,1.11,4267.6,0.093051,0.0054417,-0.14794000000000002
0.6,400,1023,1.53,22215.0,0.5333899999999999,0.30114,4.024
0.25,500,1023,1.07,796.57,0.0070785,0.0089479,-0.098924
0.5,500,1093,1.26,8179.2,0.11925999999999999,0.053507000000000006,0.16515
0.5,500,1043,1.06,1233.5,0.018237,0.0066243,-0.096692
0.6,500,1123,1.19,8689.1,0.13851,0.045002,-0.14867
0.85,500,1023,0.94,593.98,0.011183,0.0007570000000000001,-0.06547599999999999
0.3,350,1073,1.25,4763.0,0.066781,0.073518,-0.16202
0.5,400,1063,1.2,3964.1,0.07153,0.030508999999999998,-0.042525
0.5,420,1023,1.27,3490.8,0.061581,0.024311000000000003,0.19825
0.05,500,1023,1.05,774.49,0.0011192,0.014453,-0.17312
0.1,450,1023,1.54,13123.0,0.044275,0.2766,0.9441200000000001
0.15,500,1023,1.07,826.91,0.0041878,0.012442,-0.14026
0.3,500,1123,1.44,19678.0,0.17965,0.2687,0.90948
0.3,400,1123,1.34,12374.0,0.14239000000000002,0.19368,-0.053335
0.6,500,1023,1.08,1155.5,0.018878,0.0044399999999999995,-0.049166
0.5,440,1023,1.16,1712.5,0.028811,0.010643999999999999,-0.013847
0.45,500,1023,1.03,686.26,0.0096662,0.0041397,-0.063401
0.25,500,1023,1.34,4250.2,0.037272,0.050214999999999996,0.17639000000000002
0.5,430,1023,1.04,794.41,0.013621000000000001,0.004968,-0.066995
0.5,500,1123,1.08,4055.7,0.057862000000000004,0.024596,-0.37285999999999997
0.9,450,1073,1.24,10538.0,0.25125,0.01617,0.37542
0.9,550,1073,1.26,12203.0,0.23883000000000001,0.014488999999999998,0.64289
0.3,450,1023,1.21,1945.5,0.022446999999999998,0.021362,-0.039777999999999994
0.5,400,1073,1.39,14705.0,0.27105999999999997,0.16025999999999999,1.2623
0.8,400,1123,1.15,8522.2,0.20004,0.030305000000000002,-0.36130999999999996
0.5,400,1083,1.24,6464.9,0.11609000000000001,0.05382000000000001,0.026220999999999998
0.7,550,1073,0.99,1564.8,0.024291999999999998,0.0043787,-0.17925
0.2,400,1023,1.36,4776.9,0.040307,0.083339,0.12691
0.2,450,1073,0.94,618.47,0.0050344,0.008753700000000001,-0.15207
0.55,500,1023,0.94,407.3,0.006367800000000001,0.0018139,-0.054245
0.5,500,1063,1.3,7333.4,0.10855,0.046576,0.40394
0.2,450,1123,1.38,12938.0,0.088936,0.21764,-0.32291
0.4,550,1073,1.31,7602.5,0.08909600000000001,0.055887,0.31969000000000003
0.5,500,1083,1.46,23198.0,0.35083000000000003,0.23736999999999997,3.0624
0.7,550,1073,1.41,24500.0,0.45785,0.13407,3.0469999999999997
0.5,500,1023,1.16,1685.0,0.025207,0.008932299999999999,-0.0054976999999999995
0.2,450,1073,1.54,18746.0,0.12569,0.35493,1.2607
0.1,350,1073,1.42,9688.3,0.040326999999999995,0.25311,-0.17724
0.6,450,1023,1.52,23258.0,0.4894,0.25263,4.1751
0.5,410,1023,1.59,23028.0,0.4466,0.37838,4.775
0.95,500,1023,1.2,4037.8,0.083026,0.0016987000000000003,0.22428
0.2,450,1123,1.59,23656.0,0.15037999999999999,0.48153999999999997,1.5039
0.3,550,1073,1.38,10243.0,0.094188,0.10380999999999999,0.49228
0.05,500,1023,1.14,1357.2,0.0019422999999999999,0.02537,-0.22503
0.1,550,1073,1.02,1163.8,0.0036086,0.017633000000000003,-0.29415
0.3,400,1123,1.27,8767.8,0.10397999999999999,0.12625,-0.33238
0.1,550,1073,0.92,517.28,0.0016147000000000002,0.007831900000000001,-0.1584
0.3,400,1123,1.35,12963.0,0.14847,0.20571,0.0022464000000000004
0.9,450,1073,1.01,2229.1,0.047510000000000004,0.0027676,-0.21251
0.7,500,1023,0.95,536.47,0.009336200000000001,0.0014444,-0.061372
0.1,500,1023,1.25,2485.0,0.0077253999999999995,0.042529000000000004,-0.1893
0.45,500,1023,1.28,3396.5,0.047981,0.021875,0.21231
0.15,500,1023,0.96,368.38,0.0018747,0.005529999999999999,-0.086287
0.3,500,1123,1.04,2507.6,0.026064999999999998,0.024402,-0.39179
0.3,400,1023,1.33,4173.8,0.053064,0.054985,0.19313
0.4,500,1023,1.54,19329.0,0.24600999999999998,0.22568000000000002,3.0533
0.4,450,1023,1.06,805.86,0.011616,0.0064045000000000005,-0.070074
0.1,500,1123,1.55,20621.0,0.057949,0.39793,0.25438
0.75,500,1023,0.92,452.75,0.008098000000000001,0.000995,-0.058138
0.5,400,1103,1.37,16952.0,0.30923,0.1978,1.2248
0.8,550,1073,1.02,2140.7,0.035356,0.0040265,-0.19208
0.5,500,1063,1.21,4163.2,0.061222000000000006,0.024338,0.01463
0.9,500,1023,1.41,23499.0,0.74342,0.070184,2.7856
0.25,500,1023,1.55,16387.0,0.13341,0.24323000000000003,2.0208
0.6,400,1123,1.12,5724.8,0.11139,0.036886,-0.37534
0.5,500,1043,1.09,1493.2,0.022088,0.0080585,-0.089103
0.8,450,1073,1.15,4923.1,0.10132000000000001,0.012722,-0.083228
0.5,500,1063,1.03,1374.1,0.02011,0.0075665,-0.14720999999999998
0.1,350,1073,1.08,1685.2,0.0076760000000000005,0.040573000000000005,-0.37505
0.05,500,1023,1.15,1438.6,0.0020567,0.026900999999999998,-0.22912
0.25,500,1023,1.44,8233.4,0.070918,0.10439000000000001,0.74164
0.5,430,1023,1.2,2210.1,0.038022,0.014341999999999999,0.035157
0.1,350,1073,1.43,10153.0,0.042104,0.26683,-0.1373
0.5,400,1033,1.35,7115.8,0.13189,0.059957,0.6361399999999999
0.6,450,1073,1.23,6236.4,0.11168,0.033912,0.10577
0.25,500,1023,1.39,5881.1,0.05126,0.07144099999999999,0.39825
0.5,400,1073,1.06,1935.2,0.034584,0.014263,-0.19458
0.7,450,1123,1.08,5128.7,0.096112,0.0212,-0.42268
0.2,500,1023,1.23,2161.5,0.015059000000000001,0.028693,-0.098169
0.5,500,1053,1.38,11136.0,0.16712,0.07871900000000001,1.1209
0.2,350,1073,1.02,1142.7,0.011456000000000001,0.021276,-0.23829
0.95,500,1023,1.36,18190.0,0.49828,0.014966,2.0441
0.5,500,1113,1.37,19096.0,0.28149,0.16772,1.5871
0.35,500,1023,1.28,3064.7,0.036426,0.026279000000000004,0.12503
0.5,480,1023,1.19,2045.2,0.031789,0.011518,0.028593
0.65,500,1023,1.05,1013.8,0.01715,0.0032881,-0.057798
0.4,500,1123,1.43,22367.0,0.26877,0.26816999999999996,1.9508
0.6,500,1123,1.14,6507.6,0.10269,0.032175999999999996,-0.31006999999999996
0.7,450,1073,1.18,5240.6,0.10098,0.020444,-0.026911
0.5,450,1023,0.96,448.52,0.0073669,0.0026436,-0.058817999999999995
0.2,450,1023,0.95,333.62,0.0026016,0.0048456,-0.072818
0.5,400,1113,1.01,2339.8,0.041066000000000005,0.017918,-0.32274
0.7,450,1023,1.11,1617.7,0.031338,0.0051051000000000004,-0.030744999999999998
0.5,400,1043,0.97,679.89,0.01231,0.0047583999999999994,-0.095911
0.4,400,1023,1.45,10990.0,0.17413,0.13668,1.337
0.75,500,1023,1.47,24910.0,0.6017399999999999,0.15869,3.9147
0.85,500,1023,0.98,797.63,0.015041999999999998,0.0010157,-0.06874
0.7,450,1123,1.31,20026.0,0.43282,0.12821,1.1236
0.3,500,1023,1.49,12281.0,0.12333,0.14961,1.5024
0.5,400,1093,0.98,1495.1,0.026443,0.011129,-0.22928
0.25,500,1023,1.27,2750.2,0.024231,0.031734,0.0018930999999999998
0.1,450,1073,0.93,563.4,0.0020946,0.010466,-0.17138
0.5,500,1083,1.06,2199.1,0.031897,0.012521,-0.21305
0.3,450,1073,1.18,3200.0,0.036662,0.035515,-0.21268
0.5,470,1023,1.36,6458.6,0.10352,0.042896,0.7076
0.2,550,1073,0.99,923.25,0.0062882,0.010570999999999999,-0.19897
0.4,550,1073,0.92,627.64,0.0074495,0.0040091,-0.11699999999999999
0.1,550,1073,1.55,18006.0,0.048868,0.30987,0.80578
0.6,450,1073,1.11,2983.1,0.052561000000000004,0.014928,-0.16493
0.8,450,1123,0.94,2328.9,0.045763,0.0064408,-0.37551999999999996
0.5,400,1033,1.18,2294.9,0.041954000000000005,0.016483,-0.013353
0.6,550,1073,1.4,19143.0,0.302,0.11457,2.2249
0.5,400,1103,1.01,2073.4,0.036536,0.015694,-0.28526
0.7,400,1023,0.99,735.65,0.015841,0.0026550000000000002,-0.072292
0.85,500,1023,1.1,1794.6,0.034147000000000004,0.002329,-0.020122
0.5,470,1023,1.24,2820.5,0.044779,0.016684,0.12347000000000001
0.1,400,1023,1.17,1578.6,0.0061283,0.03361,-0.20628000000000002
0.5,500,1053,1.56,26605.0,0.41825,0.32888,5.5819
0.5,500,1023,1.17,1794.1,0.026844,0.0095376,0.0054214
0.9,350,1073,0.98,1812.1,0.049319,0.0031063,-0.2194
0.8,400,1123,1.11,6708.3,0.1542,0.022794,-0.43958
0.5,500,1073,1.23,5360.9,0.078587,0.032468000000000004,0.056196
0.2,500,1023,1.35,4445.8,0.030758999999999998,0.060649,0.11888
0.5,500,1063,1.1,2136.7,0.031307,0.011926,-0.13677999999999998
0.5,400,1063,1.39,13389.0,0.24748,0.13976,1.1985
0.7,500,1023,1.52,26673.0,0.62407,0.22935,5.1855
0.5,490,1023,0.9,275.91,0.004185100000000001,0.0014679,-0.044749000000000004
0.5,400,1023,1.37,7171.6,0.13383,0.060494000000000006,0.76059
0.4,350,1073,1.07,1828.0,0.032411,0.020253999999999998,-0.2095
0.7,400,1023,1.03,970.2,0.020929,0.003513,-0.071393
0.1,450,1023,1.45,7877.7,0.027014999999999997,0.15696,0.29369
0.7,550,1073,1.1,3160.3,0.049484,0.009044499999999999,-0.14856
0.2,500,1123,0.95,1207.2,0.0088586,0.015345,-0.29918
0.5,450,1023,1.13,1414.0,0.023288999999999997,0.008479700000000001,-0.036922
0.5,500,1063,1.15,2894.5,0.042464,0.016419,-0.09564099999999999
0.2,450,1023,1.53,13767.0,0.098591,0.24524,1.3634
0.5,400,1023,0.98,526.92,0.009644499999999999,0.0035861999999999995,-0.065164
0.6,350,1073,1.02,1708.4,0.037877,0.011359999999999999,-0.20282
0.9,450,1123,1.07,5849.7,0.12711,0.0087177,-0.48528999999999994
0.3,400,1023,1.41,7174.3,0.089871,0.10196000000000001,0.6071
0.2,450,1073,1.53,18135.0,0.12215999999999999,0.33954,1.1577
0.15,500,1023,1.11,1069.2,0.0053992,0.016117,-0.15456
0.5,500,1073,1.52,26252.0,0.40574,0.31005,4.7467
0.4,550,1073,1.59,28053.0,0.31658000000000003,0.35699000000000003,5.3137
0.3,500,1123,0.98,1676.9,0.017562,0.016112,-0.31335
0.3,500,1023,1.35,4662.6,0.048569,0.047981,0.30276
0.6,350,1073,1.39,16952.0,0.42277,0.20037,1.5258
0.5,500,1053,1.01,1035.3,0.015221,0.0056095,-0.11849000000000001
0.5,460,1023,1.46,14074.0,0.23431999999999997,0.1244,2.0645
