H2O,flux,Tem,V,cd,H2,CO,Q
0.5,500,1083,1.34,12007.0,0.17734,0.086784,0.80975
0.6,350,1073,1.06,2204.8,0.049012,0.014803,-0.20825
0.4,350,1073,0.97,935.56,0.016635,0.010182,-0.16178
0.9,350,1073,1.26,12060.0,0.39797,0.029769,0.40064
0.9,550,1073,1.07,3283.9,0.057923,0.0031525,-0.17276
0.3,350,1073,0.98,903.8,0.013169,0.012726000000000001,-0.17292000000000002
0.3,550,1073,1.58,24843.0,0.20917,0.34065,3.0947
0.9,350,1073,1.01,2221.7,0.060775,0.00381,-0.22903
0.1,400,1123,1.11,3239.2,0.012613,0.06843300000000001,-0.74402
0.6,350,1073,1.01,1599.7,0.035446,0.010618,-0.1995
0.1,400,1023,1.59,16128.0,0.05917000000000001,0.40609,1.3344
0.85,500,1023,1.08,1573.4,0.029875,0.0020289,-0.037449
0.2,450,1073,1.49,15547.0,0.10695,0.27818000000000004,0.77599
0.6,400,1023,1.57,22963.0,0.5706399999999999,0.34831,5.6032
0.5,500,1103,1.16,5105.4,0.07364,0.031223,-0.21298000000000003
0.7,500,1123,1.24,13414.0,0.24101,0.058441999999999994,0.21678000000000003
0.9,400,1123,0.99,3506.8,0.083607,0.0059524999999999995,-0.46713999999999994
0.2,500,1123,1.26,7557.8,0.050703,0.10415999999999999,-0.62789
0.5,500,1093,0.98,1494.3,0.021547999999999998,0.0085057,-0.2198
0.8,550,1073,1.12,4038.7,0.067634,0.0078342,-0.11425
0.9,450,1073,0.96,1581.6,0.033498,0.0019684999999999998,-0.19821
0.1,450,1123,1.33,9162.9,0.030438,0.17851,-0.8597100000000001
0.7,500,1123,1.0,3173.4,0.053078999999999994,0.011192,-0.40329
0.5,470,1023,1.45,13008.0,0.21176,0.10735,1.8851
0.1,550,1073,1.01,1084.4,0.0033664999999999997,0.016426,-0.28038
0.3,350,1073,1.12,2253.6,0.032346,0.032664,-0.2481
0.2,500,1023,0.92,256.28,0.0018046,0.0033461999999999997,-0.059495000000000006
0.8,500,1023,1.12,1928.6,0.03582,0.003414,-0.0036194
0.1,400,1023,1.42,6585.8,0.025169,0.14673,0.13504000000000002
0.3,450,1123,0.91,957.07,0.011035,0.010284,-0.21054
0.9,450,1023,1.29,8025.4,0.18987,0.010228000000000001,0.7567699999999999
0.55,500,1023,1.09,1154.1,0.018099,0.0051888,-0.047721
0.7,400,1123,0.93,1938.1,0.039857,0.008889200000000002,-0.3303
0.6,550,1073,1.11,2958.4,0.04318,0.011482,-0.1438
0.5,460,1023,1.37,6992.3,0.11450999999999999,0.048628,0.79119
0.5,490,1023,0.98,515.02,0.0078265,0.0027358,-0.059817999999999996
0.7,450,1023,1.41,15144.0,0.33188,0.08242000000000001,2.0608
0.6,400,1123,1.04,3582.9,0.068968,0.022098,-0.40469
0.5,460,1023,0.93,354.85,0.0057082,0.0020369,-0.052413
0.1,500,1123,1.31,8535.1,0.026197,0.14795999999999998,-0.8886700000000001
0.35,500,1023,1.1,994.48,0.011856,0.008180199999999999,-0.070306
0.3,400,1123,1.02,2183.5,0.027566000000000004,0.027286,-0.37385
0.3,450,1123,1.06,2823.3,0.032010000000000004,0.031193000000000002,-0.41768
0.1,450,1073,1.28,4981.4,0.017490000000000002,0.09494,-0.46069
0.3,400,1023,1.03,621.27,0.0080257,0.0075807,-0.084382
0.7,500,1023,1.18,2507.8,0.044185,0.0070913,0.07174900000000001
0.7,450,1073,1.07,2641.8,0.049970999999999995,0.0096822,-0.19027
0.7,500,1023,1.23,3501.6,0.062107,0.010277,0.20584000000000002
0.5,460,1023,1.38,7546.8,0.12377,0.053454999999999996,0.88761
0.7,500,1023,1.44,19065.0,0.38883,0.10257999999999999,2.8873
0.9,400,1023,1.04,1305.5,0.031555,0.0014885,-0.069371
0.5,500,1123,1.01,2654.5,0.037808,0.015749000000000003,-0.3514
0.6,400,1023,1.49,20163.0,0.46742,0.23313000000000003,3.1485
0.4,400,1123,1.31,12506.0,0.18717999999999999,0.15734,0.20709
0.6,500,1023,0.99,630.52,0.010277,0.0024018,-0.062125
0.5,400,1053,1.42,14683.0,0.27395,0.16154000000000002,1.5654
0.2,500,1123,0.94,1110.0,0.008155599999999999,0.0141,-0.27987
0.4,350,1073,1.34,9142.9,0.15914,0.1258,0.35589
0.6,500,1023,1.56,26641.0,0.5203,0.28461,6.1459
0.4,400,1123,1.49,23252.0,0.34376999999999996,0.42806000000000005,3.0438
0.8,350,1073,1.05,2610.7,0.067274,0.008811399999999999,-0.22358000000000003
0.5,400,1083,1.19,4795.3,0.085759,0.038116000000000004,-0.12097000000000001
0.7,400,1123,1.03,3765.9,0.078387,0.017596,-0.43291999999999997
0.2,550,1073,1.27,5017.3,0.032402999999999994,0.060622,-0.24835
0.9,550,1073,1.28,14313.0,0.28881,0.018203,0.86892
0.5,500,1113,1.23,8551.5,0.1235,0.056717,-0.011669
0.5,490,1023,1.1,1156.9,0.017612,0.0062082,-0.04846
0.4,450,1073,1.44,16565.0,0.22645,0.20224,1.535
0.5,430,1023,1.09,1102.5,0.018919,0.0069388,-0.058485
0.75,500,1023,0.97,661.54,0.011852,0.0014517999999999998,-0.06540800000000001
0.5,460,1023,1.04,788.07,0.012702,0.0045374,-0.064485
0.4,550,1073,1.57,27149.0,0.30564,0.33299999999999996,4.5408
0.4,400,1023,0.96,401.62,0.0064393,0.0036406,-0.060782
0.5,500,1093,1.02,1950.2,0.028138999999999997,0.011164,-0.24148000000000003
0.65,500,1023,1.13,1699.7,0.028855000000000002,0.0056098,-0.011077
0.7,450,1073,1.04,2186.0,0.041227,0.0079494,-0.19775
0.5,400,1063,1.31,7928.7,0.14455,0.068799,0.40579
0.3,450,1073,1.49,17858.0,0.18388,0.27769,1.4645
0.3,550,1073,1.03,1273.3,0.012459999999999999,0.01082,-0.19119
0.4,450,1123,1.48,24410.0,0.32275,0.37604,2.9739999999999998
0.5,400,1103,1.14,4529.0,0.080139,0.036072,-0.27434000000000003
0.8,450,1073,1.28,12077.0,0.26976,0.039267,0.63443
0.7,450,1073,1.22,6783.4,0.13228,0.027649,0.12228
0.5,500,1053,1.51,23645.0,0.3645,0.25246,3.7518
0.6,350,1073,1.09,2653.9,0.059142999999999994,0.018004,-0.20196
0.8,500,1023,1.36,12048.0,0.24915,0.032281,1.5051
0.5,500,1073,1.11,2608.1,0.038044,0.014830000000000001,-0.16265
0.7,450,1123,1.32,21077.0,0.46236000000000005,0.14132,1.3239
0.7,350,1073,1.31,12462.0,0.33394,0.08924299999999999,0.6833199999999999
0.2,450,1023,1.08,865.81,0.0067206,0.012627,-0.12295999999999999
0.9,400,1123,0.96,2875.9,0.068103,0.0048892,-0.43285
0.1,500,1123,0.99,1578.0,0.0052051,0.026386,-0.46848999999999996
0.9,500,1023,1.24,5101.5,0.10352,0.0048905,0.38406999999999997
0.7,450,1023,1.16,2234.6,0.043475,0.0072004999999999994,0.027461000000000003
0.7,350,1073,1.35,16012.0,0.45313000000000003,0.13716,1.1683
0.6,500,1123,1.35,22066.0,0.38078,0.16714,2.0329
0.5,400,1073,1.22,5082.6,0.091455,0.040556,-0.018059
0.95,500,1023,1.01,1092.9,0.021627,0.000443,-0.067108
0.5,500,1123,1.36,19752.0,0.2903,0.17634,1.6055
0.7,400,1123,1.07,4789.3,0.10044,0.022782,-0.43773999999999996
0.2,500,1023,1.06,754.27,0.0053045,0.0098654,-0.11495
0.85,500,1023,1.38,16838.0,0.3927,0.041737,2.1198
0.5,500,1043,0.9,386.43,0.0056958,0.0020621,-0.066799
0.9,450,1123,0.92,2198.3,0.046022,0.0032576000000000003,-0.37351999999999996
0.5,470,1023,1.1,1162.9,0.018393,0.0065697,-0.050495
0.2,500,1023,1.05,704.72,0.0049582,0.0092134,-0.1117
0.4,450,1073,1.47,19059.0,0.25886,0.25094,1.9873
0.8,450,1023,1.22,3853.8,0.080834,0.0085208,0.21165
0.5,400,1093,1.3,10378.0,0.18716,0.097174,0.35936999999999997
0.65,500,1023,1.43,15498.0,0.28886999999999996,0.084297,2.315
0.3,450,1073,1.36,9072.8,0.099467,0.11495,0.28606
0.35,500,1023,1.56,19697.0,0.22034,0.2581,2.991
0.5,500,1053,0.92,534.66,0.007846899999999999,0.0028886,-0.08922100000000001
0.5,420,1023,1.54,21340.0,0.39604,0.29616,3.602
0.1,450,1123,1.15,4029.0,0.014115,0.075687,-0.8197200000000001
0.9,450,1073,1.26,12282.0,0.30182,0.020138,0.54185
0.2,500,1123,1.31,9590.5,0.062851,0.13596,-0.5432899999999999
0.5,400,1113,1.04,2823.5,0.049586,0.021803,-0.34124
0.5,420,1023,1.29,3995.7,0.07059,0.028301,0.2721
0.5,400,1123,0.96,1882.6,0.032886,0.014428999999999999,-0.3079
0.2,550,1073,1.1,1923.7,0.012902,0.022291,-0.29181999999999997
0.5,500,1113,0.97,1803.6,0.025778,0.010501,-0.27944
0.9,400,1023,1.19,3642.0,0.090918,0.0045193,0.14089000000000002
0.5,400,1113,0.93,1337.7,0.023444,0.010115,-0.24147
0.5,500,1113,1.12,4556.1,0.065344,0.027712,-0.30774
0.8,350,1073,0.97,1532.4,0.039051,0.0051033,-0.20501
0.6,350,1073,1.07,2346.3,0.052199,0.015803,-0.20728000000000002
0.5,450,1023,0.92,328.16,0.0053847,0.0019355,-0.050594
0.5,500,1083,1.03,1820.7,0.026395,0.010304,-0.20940999999999999
0.1,450,1073,1.01,1077.9,0.0039845,0.020035,-0.28162
0.2,450,1023,1.3,3292.9,0.025168,0.049507999999999996,-0.015125
0.5,500,1063,1.47,21393.0,0.32555,0.20805,2.9191
0.5,400,1023,1.61,23016.0,0.46258,0.40892,5.6138
0.4,400,1023,1.57,20391.0,0.3159,0.35758,3.1719
0.4,450,1123,0.94,1418.4,0.019724000000000002,0.011908,-0.26038
0.2,500,1023,1.28,2908.4,0.020208,0.038939,-0.041905
0.05,500,1023,1.34,4145.8,0.0058881,0.078557,-0.15387
0.5,400,1033,1.0,718.06,0.013077000000000002,0.004963899999999999,-0.08447
0.8,500,1123,1.05,4781.8,0.086324,0.011812999999999999,-0.45427
0.5,400,1083,0.94,978.83,0.017375,0.00718,-0.16996
0.25,500,1023,1.57,18020.0,0.14499,0.27637,2.3093
0.7,550,1073,0.93,1019.4,0.015778,0.0028493999999999998,-0.15262
0.2,400,1123,0.92,914.96,0.0081165,0.014787,-0.24026999999999998
0.3,450,1023,1.59,20215.0,0.21094000000000002,0.34631999999999996,2.8704
0.1,350,1073,0.9,414.55,0.0019179000000000002,0.009953100000000001,-0.13327
0.5,400,1083,0.92,837.03,0.014851,0.0061356,-0.15433
0.2,450,1023,1.34,4200.0,0.031988,0.063941,0.078159
0.8,450,1123,1.19,11026.0,0.23551999999999998,0.035735,-0.18032
0.4,450,1023,0.95,367.38,0.0052918,0.0029066,-0.056192
0.2,500,1023,1.0,492.81,0.0034729,0.006433400000000001,-0.092769
0.5,500,1033,1.26,3718.1,0.055558,0.021049000000000002,0.19025999999999998
0.6,400,1023,1.1,1350.9,0.027208999999999997,0.0069356999999999995,-0.051692999999999996
0.4,400,1123,1.09,3749.1,0.057512,0.037636,-0.39958
0.2,400,1023,1.2,1824.8,0.015666,0.030430000000000002,-0.12548
0.5,410,1023,1.39,8327.7,0.15237,0.07081900000000001,0.96425
0.1,400,1123,1.38,11067.0,0.039764,0.24906999999999999,-0.75113
0.2,350,1073,1.5,15331.0,0.12894,0.37533,0.69179
0.5,480,1023,1.21,2320.8,0.036095999999999996,0.013172999999999999,0.061167
0.2,400,1023,1.01,536.73,0.0046739,0.0088019,-0.10019
0.35,500,1023,1.18,1642.3,0.019558000000000002,0.013668000000000001,-0.033517
0.8,350,1073,0.93,1142.4,0.029001,0.0038079999999999998,-0.17919000000000002
0.65,500,1023,1.11,1495.9,0.025368,0.0049083,-0.028644
0.3,450,1023,1.33,4130.2,0.047323000000000004,0.04745,0.20851
0.2,450,1073,1.51,16861.0,0.11473,0.3086,0.9604
0.6,500,1023,1.37,8320.7,0.14077,0.040657,1.0451
0.6,400,1123,0.91,1478.6,0.028204000000000003,0.0088962,-0.26991
0.8,400,1123,1.37,22923.0,0.7713,0.18293,1.6194
0.5,440,1023,1.35,6070.3,0.10334000000000002,0.043419,0.6166
0.5,500,1103,0.9,933.4,0.013378,0.005351600000000001,-0.17869000000000002
0.5,400,1053,1.31,7011.4,0.12829000000000002,0.059015,0.39698
0.8,500,1123,1.26,17271.0,0.35538000000000003,0.057749,0.41712
0.5,500,1063,0.92,624.0,0.009114,0.0034143,-0.10689000000000001
0.5,400,1083,1.39,16023.0,0.29464,0.1824,1.3371
0.5,400,1043,1.16,2352.1,0.042756999999999996,0.017068,-0.057008
0.3,450,1123,1.44,19160.0,0.19111,0.29954000000000003,0.81105
0.5,500,1063,1.5,24009.0,0.36837,0.25781,3.6884
0.5,500,1073,0.99,1214.7,0.017682,0.006748899999999999,-0.16433
0.7,500,1023,1.43,17611.0,0.35339,0.089019,2.6147
0.5,400,1033,1.38,8872.7,0.16527999999999998,0.07952999999999999,0.91159
0.5,400,1063,1.54,23155.0,0.44938,0.38493,4.3266
0.5,400,1113,1.22,7992.8,0.14185999999999999,0.069814,-0.11295
0.15,500,1023,1.03,628.94,0.0031933000000000005,0.0094511,-0.12202
0.5,400,1053,1.53,22403.0,0.43238999999999994,0.3546,3.6579
0.9,400,1123,1.28,19608.0,0.6723,0.062516,0.32807
0.7,500,1023,1.5,25740.0,0.58396,0.20176,4.5661
0.7,500,1123,0.96,2438.7,0.040632999999999996,0.0085536,-0.36525
0.5,420,1023,1.48,16239.0,0.29617,0.17918,2.3858
0.5,500,1113,1.32,14457.0,0.21114000000000002,0.11127999999999999,0.75354
0.3,450,1073,1.21,3803.5,0.043368000000000004,0.042765,-0.18536
0.15,500,1023,1.23,2185.0,0.010941,0.033235,-0.14833
0.85,500,1023,1.22,4065.6,0.079197,0.0057664,0.25124
0.5,400,1053,0.96,737.62,0.013286000000000001,0.0052279,-0.11199999999999999
0.5,500,1043,1.41,12220.0,0.18494000000000002,0.089384,1.4625
0.4,350,1073,1.38,11583.0,0.20016,0.17293,0.65765
0.5,440,1023,1.09,1099.5,0.018473,0.0067268,-0.057375
0.2,450,1073,1.15,2569.5,0.02026,0.037312,-0.32306
0.4,550,1073,0.98,991.34,0.011767,0.0063479,-0.15187
0.3,500,1023,1.03,609.61,0.0064213000000000004,0.0058375,-0.078925
0.5,400,1053,1.32,7498.6,0.13739,0.064123,0.46296000000000004
0.7,450,1023,1.27,4737.3,0.093923,0.016855000000000002,0.36523
0.5,400,1033,1.12,1577.7,0.028793,0.011106,-0.068142
0.2,450,1023,1.47,9607.6,0.071028,0.15924000000000002,0.77181
0.8,350,1073,1.34,17357.0,0.58501,0.11509000000000001,1.1143
0.4,500,1023,1.1,1033.3,0.013535,0.0072921999999999996,-0.060273
0.7,550,1073,1.34,15493.0,0.2646,0.061577,1.3737
0.5,500,1033,1.28,4240.3,0.063438,0.024371,0.26588
0.4,450,1023,1.57,21290.0,0.29634,0.31496999999999997,3.4407
0.5,500,1033,1.18,2239.3,0.033353,0.012169,0.006093100000000001
0.5,500,1063,0.96,847.51,0.01239,0.0046396,-0.12607000000000002
0.5,400,1063,1.53,22906.0,0.44223,0.37199,3.9333
0.5,400,1083,1.38,15162.0,0.2782,0.16722,1.1904
0.2,550,1073,0.98,855.88,0.005835100000000001,0.009793099999999999,-0.1891
0.5,500,1043,1.52,23286.0,0.36077,0.24736,3.8314
0.5,500,1023,1.02,681.25,0.010169,0.0035354999999999996,-0.062083000000000006
0.3,500,1123,1.36,14072.0,0.13333,0.17153,0.17206
0.4,400,1023,1.16,1544.9,0.024758000000000002,0.014319,-0.044022000000000006
0.5,500,1093,1.34,13336.0,0.19637000000000002,0.099859,0.86461
0.5,420,1023,1.11,1256.3,0.022036,0.0081688,-0.051928999999999996
0.5,400,1093,1.34,13180.0,0.23933000000000001,0.13510999999999998,0.74056
0.3,400,1023,0.96,369.79,0.004781100000000001,0.0045004,-0.06536900000000001
0.5,400,1123,1.1,4505.6,0.07900499999999999,0.036195,-0.38571
0.8,500,1023,1.44,23656.0,0.60065,0.11490999999999998,3.3264
0.1,500,1123,1.59,22435.0,0.062385,0.44278999999999996,0.6197600000000001
0.2,350,1073,1.46,13048.0,0.11202999999999999,0.30411,0.40128
0.5,400,1103,1.04,2506.7,0.044197,0.019115,-0.30134
0.5,480,1023,1.39,8083.3,0.12759,0.055022,1.0032
0.6,550,1073,1.17,4257.6,0.062461,0.016980000000000002,-0.049638
0.5,400,1053,0.97,793.91,0.014302,0.0056295,-0.11592999999999999
0.3,350,1073,0.93,608.54,0.008890899999999998,0.008532099999999999,-0.13245
0.5,500,1053,0.95,674.95,0.009912899999999999,0.0036460999999999998,-0.10119
0.9,500,1123,1.27,20475.0,0.5059,0.041052,0.44455
0.35,500,1023,0.98,436.3,0.0052028,0.0035659,-0.062739
0.5,500,1023,1.05,834.02,0.012454,0.004338,-0.060509
0.35,500,1023,0.99,469.84,0.0056033,0.0038405,-0.064805
0.7,350,1073,1.48,20666.0,0.68998,0.28609,3.3097
0.3,450,1073,1.33,7616.1,0.084405,0.093308,0.13039
0.5,500,1063,1.2,3916.9,0.057572000000000005,0.02276,-0.0097803
0.5,480,1023,1.35,5973.1,0.093769,0.037988,0.63155
0.5,500,1023,1.43,10989.0,0.16808,0.077639,1.5590000000000002
0.2,500,1123,1.02,2029.9,0.014713,0.026010000000000002,-0.4359
0.1,500,1023,0.97,413.24,0.0013122,0.0069952,-0.10388
0.2,500,1023,0.99,456.9,0.0032203,0.0059637,-0.088644
0.1,500,1123,1.46,15710.0,0.045542,0.28864,-0.39808000000000004
0.1,400,1123,1.19,4815.3,0.01841,0.10267000000000001,-0.86574
0.5,410,1023,0.91,304.83,0.0054453,0.0020146,-0.049748
0.6,350,1073,1.26,7586.5,0.1746,0.060017999999999995,0.18404
0.5,440,1023,1.1,1172.2,0.019698,0.007183800000000001,-0.053784000000000005
0.3,400,1123,1.31,10711.0,0.12494000000000001,0.16129000000000002,-0.19544
0.2,450,1023,0.9,213.99,0.0016663000000000001,0.0031103000000000003,-0.052244000000000006
0.7,450,1023,1.3,5940.9,0.11896,0.0222,0.55116
0.3,500,1123,1.06,2837.3,0.029401999999999998,0.027763999999999997,-0.41298999999999997
0.5,500,1103,1.22,7226.0,0.10462,0.046333,-0.041523000000000004
0.2,550,1073,0.96,731.19,0.0049932,0.0083575,-0.16931
0.3,350,1073,1.56,19773.0,0.24852,0.47588,1.9436
0.4,450,1123,1.29,11397.0,0.15433,0.11882000000000001,0.11332
0.3,450,1073,1.15,2688.5,0.030930000000000003,0.029516000000000004,-0.22693000000000002
0.5,420,1023,1.31,4588.5,0.081204,0.03316,0.36253
0.1,400,1123,1.17,4378.4,0.016824000000000002,0.09308999999999999,-0.8419700000000001
0.5,490,1023,0.92,325.45,0.0049394,0.0017297999999999999,-0.049165
0.5,450,1023,1.01,643.74,0.010583,0.0037996,-0.065097
0.5,500,1043,1.39,10564.0,0.15936,0.07348099999999999,1.1759
0.8,400,1023,1.02,1021.3,0.023366,0.0023834,-0.07396799999999999
0.65,500,1023,1.29,4938.7,0.085395,0.018277,0.44156000000000006
0.5,500,1103,1.25,8617.5,0.1251,0.057114,0.10272
0.6,450,1023,0.94,440.8,0.0079154,0.0019202000000000002,-0.058257
0.3,550,1073,1.06,1549.9,0.015132,0.013229,-0.20538
0.85,500,1023,1.07,1473.0,0.027942,0.0018945000000000001,-0.044338999999999996
0.9,550,1073,0.93,1269.9,0.022022999999999997,0.0012205999999999999,-0.17399
0.55,500,1023,0.99,589.84,0.0092316,0.0026274000000000002,-0.061046
0.3,400,1123,1.06,2805.1,0.035181,0.035466000000000004,-0.42233999999999994
0.6,500,1123,1.09,4875.4,0.076403,0.023377000000000002,-0.38008000000000003
0.9,450,1073,1.14,5196.6,0.11462,0.006766500000000001,-0.088374
0.1,400,1023,1.04,701.11,0.0027600999999999997,0.014843,-0.14959
0.8,550,1073,1.04,2436.2,0.04032,0.004596899999999999,-0.1887
0.5,400,1113,1.3,12653.0,0.22713000000000003,0.12686,0.41553
0.7,400,1123,1.37,23303.0,0.63197,0.23889000000000002,2.2863
0.1,400,1023,1.0,525.14,0.0020746,0.011109,-0.1246
0.6,450,1123,0.92,1612.4,0.027551999999999997,0.0084376,-0.28363
0.9,550,1073,1.29,15517.0,0.31904,0.020595,0.9976200000000001
0.3,500,1123,1.16,5015.4,0.050989,0.051075999999999996,-0.4538
0.3,550,1073,1.32,7195.3,0.067524,0.068527,0.13672
0.1,400,1123,1.07,2598.9,0.010193,0.054762,-0.66025
0.95,500,1023,0.94,659.48,0.012994,0.000271,-0.068603
0.6,550,1073,1.1,2783.6,0.040603,0.010768000000000002,-0.15256
0.7,400,1023,0.94,508.19,0.010921,0.001834,-0.065149
0.2,550,1073,1.3,5908.8,0.037814,0.072279,-0.19157000000000002
0.8,400,1123,1.02,3899.2,0.087112,0.012581,-0.46216999999999997
0.5,410,1023,1.22,2526.2,0.045443,0.017568,0.066262
0.3,450,1073,1.4,11415.0,0.12297999999999999,0.15265,0.55945
0.6,550,1073,1.23,6170.2,0.091252,0.025741000000000003,0.14956
0.8,500,1023,1.11,1806.7,0.033522,0.0031856,-0.014741999999999998
0.5,500,1063,1.27,6046.5,0.089259,0.0371,0.2328
0.4,500,1123,1.09,3786.4,0.047632,0.029133,-0.38278
0.2,350,1073,1.34,7142.3,0.06543099999999999,0.14807,-0.16022999999999998
0.25,500,1023,1.48,10780.0,0.091375,0.14346,1.1262
0.4,350,1073,1.2,3962.3,0.069847,0.046448,-0.1447
0.45,500,1023,1.1,1087.4,0.015324,0.0066044,-0.05297
0.7,350,1073,0.95,1189.0,0.0283,0.005846100000000001,-0.18083
0.7,450,1123,1.06,4554.8,0.085029,0.018642,-0.42978
0.75,500,1023,1.22,3517.8,0.064373,0.0084313,0.19742
0.1,400,1123,0.97,1326.4,0.005255,0.027898000000000003,-0.41073000000000004
0.1,350,1073,1.14,2372.5,0.010685,0.057377,-0.43777
0.5,460,1023,1.52,20377.0,0.3441,0.22788000000000003,3.3676
0.6,450,1023,1.19,2364.3,0.042858999999999994,0.01078,0.053367
0.5,460,1023,0.97,482.08,0.0077616,0.0027663,-0.05998
0.9,500,1123,1.01,4084.7,0.078311,0.0052491000000000005,-0.47208999999999995
0.6,450,1023,0.9,319.38,0.005728100000000001,0.001394,-0.049477
0.55,500,1023,1.41,10375.0,0.16842000000000001,0.062726,1.4399
0.1,500,1023,1.23,2220.0,0.0069083,0.037931,-0.19764
0.5,500,1023,1.28,3634.2,0.054607,0.020378999999999998,0.2538
0.5,400,1093,1.05,2357.8,0.041755,0.017800999999999997,-0.26553000000000004
0.5,500,1113,0.9,1062.5,0.015163,0.0061569,-0.20307
0.5,500,1043,1.36,8503.8,0.12771,0.055616,0.83099
0.3,450,1123,1.39,15826.0,0.16129000000000002,0.22960999999999998,0.34245
0.4,500,1023,1.51,16342.0,0.20963,0.17478,2.4591
0.6,500,1023,1.36,7679.3,0.12946,0.0367,0.93053
0.3,450,1123,1.51,23025.0,0.22557,0.39716,1.6965
0.15,500,1023,1.13,1210.1,0.0061012,0.01826,-0.15955999999999998
0.6,350,1073,1.18,4590.3,0.1035,0.032879000000000005,-0.098844
0.25,500,1023,1.17,1499.7,0.013276,0.016996,-0.09229
0.5,500,1053,1.55,26152.0,0.4091,0.31438,5.0603
0.5,500,1093,1.32,11796.0,0.17319,0.084716,0.6358199999999999
0.8,400,1123,1.14,8025.5,0.18727,0.028165,-0.3862
0.9,450,1023,1.11,2058.0,0.044668,0.0020336,-0.011049
0.1,450,1073,1.33,6401.1,0.022187000000000002,0.12345,-0.40051
0.5,480,1023,1.41,9455.3,0.14974,0.067294,1.2501
0.5,420,1023,1.38,7676.4,0.13708,0.061734000000000004,0.8667600000000001
0.7,450,1123,1.22,11765.0,0.23239,0.056902999999999995,0.013803999999999999
0.5,400,1023,1.31,4623.7,0.085614,0.035622,0.35508
0.8,550,1073,1.43,28972.0,0.7097,0.15429,3.5029
0.4,450,1073,1.28,6366.2,0.089324,0.05848,0.11656
0.8,500,1123,1.41,27879.0,0.77977,0.18488,2.9532
0.8,450,1123,1.36,25150.0,0.73047,0.16464,1.7168
0.7,500,1123,1.27,16134.0,0.29691,0.075864,0.55208
0.05,500,1023,1.35,4384.1,0.006231,0.083187,-0.13635999999999998
0.5,400,1033,0.93,425.88,0.0077441,0.0029395,-0.067603
0.75,500,1023,1.09,1493.0,0.026905000000000002,0.0033253000000000002,-0.036095
0.5,430,1023,1.36,6566.6,0.11435999999999999,0.04924,0.69076
0.5,500,1043,1.22,3343.7,0.049638999999999996,0.018872,0.069949
0.5,490,1023,1.57,24572.0,0.39641,0.29457,4.7827
0.1,500,1123,1.48,16838.0,0.048443,0.31259000000000003,-0.2761
0.5,500,1123,1.34,17786.0,0.26028,0.14984,1.1968
0.5,400,1063,0.97,921.57,0.016521,0.006616899999999999,-0.13859000000000002
0.6,450,1123,1.08,4575.3,0.07912000000000001,0.024871,-0.3961
0.5,400,1053,1.02,1125.0,0.020285,0.0080117,-0.13074000000000002
0.7,450,1123,1.07,4834.0,0.090409,0.019878,-0.42728999999999995
0.3,400,1123,0.9,868.0,0.011092,0.010643999999999999,-0.19529000000000002
0.2,500,1023,1.3,3278.4,0.022754,0.044085,-0.0075745000000000005
0.55,500,1023,0.93,376.72,0.005888399999999999,0.0016780999999999999,-0.052346000000000004
0.8,400,1023,1.44,21128.0,0.71618,0.15783,2.7002
0.5,500,1023,1.36,6380.7,0.09654299999999999,0.038959,0.71808
0.8,450,1123,0.99,3263.2,0.064575,0.0090522,-0.43409
0.5,400,1103,1.39,18620.0,0.34142,0.23190999999999998,1.5616
0.3,450,1023,1.6,20816.0,0.21654,0.36294,3.0216
0.6,450,1123,1.31,17464.0,0.32547,0.13399,0.99439
0.1,500,1023,1.07,854.05,0.0026936,0.014480000000000002,-0.16391
0.1,450,1023,0.98,448.71,0.0015807,0.008437299999999998,-0.1109
0.2,450,1123,1.55,22235.0,0.14219,0.43763,1.0190000000000001
0.8,350,1073,0.94,1232.5,0.031314999999999996,0.0041056,-0.18633
0.9,450,1123,1.28,20749.0,0.60814,0.05363,0.43803000000000003
0.7,400,1023,1.11,1641.4,0.035586,0.0060511,-0.038373000000000004
0.2,400,1023,1.04,665.04,0.0057817,0.010921,-0.11225999999999998
0.8,550,1073,1.21,7252.7,0.12474,0.01522,0.17835
0.1,400,1023,1.15,1404.8,0.0054651000000000005,0.029872000000000003,-0.20178
0.9,550,1073,1.02,2375.7,0.041566000000000006,0.0022660999999999996,-0.19777999999999998
0.8,500,1023,1.0,868.28,0.01599,0.0014982,-0.066992
0.75,500,1023,0.94,529.1,0.009469700000000001,0.0011618,-0.061782000000000004
0.1,450,1023,1.37,4915.6,0.016876,0.095334,-0.020852000000000002
0.7,450,1123,1.35,23896.0,0.55061,0.18614,2.0359
0.2,450,1123,1.6,23946.0,0.1521,0.49136,1.6383
0.1,400,1023,1.35,4377.7,0.016782,0.095411,-0.077
0.5,500,1093,1.17,4804.4,0.069613,0.029031,-0.15880999999999998
0.4,500,1123,0.99,2038.0,0.025761000000000003,0.015234000000000001,-0.31906999999999996
0.4,450,1023,0.93,313.37,0.0045119,0.0024799,-0.051476999999999995
0.65,500,1023,1.03,887.22,0.014999,0.0028709,-0.061679
0.15,500,1023,1.5,11005.0,0.053761,0.18357,0.85241
0.5,500,1093,1.42,20906.0,0.3125,0.19618,2.2829
0.5,400,1063,1.49,21349.0,0.40535,0.31219,2.9151
0.2,400,1023,0.94,308.07,0.0026878,0.005044699999999999,-0.069604
0.1,450,1073,1.43,10487.0,0.035226,0.21004,-0.094313
